ID de l'activité,Date de l'activité,Nom de l'activité,Type d'activité,Description de l'activité,Temps écoulé,Distance,Fréquence cardiaque max.,Effort relatif,Déplacement-transport,Note privée sur les activités,Matériel utilisé pour l'activité,Nom du fichier,Poids de l'athlète,Poids du vélo,Temps écoulé,Durée de déplacement,Distance,Vitesse max.,Vitesse moyenne,Dénivelé positif,Dénivelé négatif,Altitude min.,Altitude max.,Pente max.,Pente moyenne,Pente positive moyenne,Pente négative moyenne,Cadence max.,Cadence moyenne,Fréquence cardiaque max.,Fréquence cardiaque moyenne,Puissance max.,Puissance moyenne,Calories,Température max.,Température moyenne,Effort relatif,Effort total,Nombre de sorties course à pied,Temps de montée,Temps de descente,Autres temps,Effort ressenti,Type,Heure de début,Puissance moyenne pondérée,Nombre d'échantillons de puissance,Utiliser l'Effort ressenti,Effort relatif ressenti,Déplacement-transport,Poids total soulevé,À partir du téléchargement,Distance ajustée selon la pente,Heure d'observation de la météo,Conditions météo,Température selon les prévisions météo,Température ressentie,Point de rosée,Humidité,Pression atmosphérique,Vitesse du vent,Rafale de vent,Direction du vent,Intensité des précipitations,Heure de lever du soleil,Heure de coucher du soleil,Phase de la lune,Vélo,Matériel,Probabilité de précipitations,Type de précipitations,Couverture nuageuse,Visibilité selon les prévisions météo,Indice UV,Ozone selon les prévisions météo,Nombre de sauts,Grit total,Flow moyen,Signalé,Vitesse moyenne (temps écoulé),Distance sur chemin,Distance récemment découverte,Distance sur chemin récemment découverte,Nombre d'activités,Nombre total de pas,CO2 économisé,Longueur de piscine,Charge d’entraînement,Intensité,Vitesse moyenne ajustée selon la pente,Temps enregistré par le chronomètre,Nombre total de cycles,Récupération,Avec mon animal de compagnie,Compétition,Sortie longue,Pour la bonne cause,Avec enfant,Distance en descente,Nombre total de séries,Nombre total de répétitions,Support
6188332474,"30 oct. 2021, 16:16:20",Course à pied le soir,Course à pied,,1613,"3,04",,,false,,,activities/6188332474.gpx,,,1613.0,1533.0,3043.9,4.022,1.986,17.1,21.6,357.7,375.6,9.3,-0.1,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,3056.1,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.887,776.0,,,,,,,,,,,,,,,,,,,,,""
6160588619,"24 oct. 2021, 14:32:00",Course à pied dans l'après-midi,Course à pied,,1872,"3,74",,,false,,,activities/6160588619.gpx,,,1872.0,1824.0,3743.1,3.823,2.052,4.1,3.9,172.3,174.6,2.9,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,3746.8,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,1568.0,,,,,,,,,,,,,,,,,,,,,""
6121510123,"16 oct. 2021, 13:52:18",Course à pied dans l'après-midi,Course à pied,,2226,"4,35",,,false,,,activities/6121510123.gpx,,,2226.0,2162.0,4350.9,3.4,2.012,2.0,2.9,172.3,174.6,4.4,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,4354.2,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.955,1386.7,,,,,,,,,,,,,,,,,,,,,""
6087456086,"9 oct. 2021, 14:09:21",Course à pied dans l'après-midi,Course à pied,,1858,"3,78",,,false,,,activities/6087456086.gpx,,,1858.0,1849.0,3781.8,3.7,2.045,2.0,2.3,172.3,174.6,3.4,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,3785.1,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.035,,,,,,,,,,,,,,,,,,,,,,""
5903875980,"4 sept. 2021, 12:15:14",Vélo dans l'après-midi,Vélo,,1581,"3,91",,,false,,,activities/5903875980.gpx,,,1581.0,1322.0,3914.8,6.5,2.961,3.1,3.8,172.5,175.9,2.3,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.476,,,,,,,,,,,,,,,,,,,,,,""
5851387398,"25 août 2021, 15:06:54",Vélo dans l'après-midi,Vélo,,1520,"4,25",,,false,,,activities/5851387398.gpx,,,1520.0,1298.0,4253.9,7.9,3.277,3.6,3.5,172.7,176.4,4.8,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.799,,,,,,,,,,,,,,,,,,,,,,""
5840750877,"23 août 2021, 17:09:37",Vélo en soirée,Vélo,,1665,"3,99",,,false,,,activities/5840750877.gpx,,,1665.0,1473.0,3994.9,6.4,2.712,3.4,1.9,172.4,175.9,2.9,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.399,,,,,,,,,,,,,,,,,,,,,,""
5840127035,"23 août 2021, 15:20:06",Vélo dans l'après-midi,Vélo,,1450,"4,01",,,false,,,activities/5840127035.gpx,,,1450.0,1308.0,4009.9,7.8,3.066,3.2,4.6,172.4,175.9,2.4,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.765,,,,,,,,,,,,,,,,,,,,,,""
5830239596,"21 août 2021, 15:50:59",Vélo dans l'après-midi,Vélo,,5445,"6,78",,,false,,,activities/5830239596.gpx,,,5445.0,1900.0,6781.6,7.2,3.569,6.5,6.6,172.7,176.6,4.5,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.245,,,,,,,,,,,,,,,,,,,,,,""
5829304238,"21 août 2021, 14:26:23",Vélo dans l'après-midi,Vélo,,1314,"4,07",,,false,,,activities/5829304238.gpx,,,1314.0,1210.0,4075.5,10.4,3.368,0.0,1.1,172.7,175.6,3.4,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.102,,,,,,,,,,,,,,,,,,,,,,""
5759819158,"8 août 2021, 16:06:11",Vélo en soirée,Vélo,,1499,"3,69",,,false,,,activities/5759819158.gpx,,,1499.0,1179.0,3697.0,8.1,3.136,0.0,-0.7,172.6,174.6,3.5,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.466,,,,,,,,,,,,,,,,,,,,,,""
5716410091,"31 juil. 2021, 14:51:36",Vélo dans l'après-midi,Vélo,,657,"2,55",,,false,,,activities/5716410091.gpx,,,657.0,622.0,2556.0,10.9,4.109,0.0,1.6,172.4,175.0,1.1,-0.1,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.89,,,,,,,,,,,,,,,,,,,,,,""
5715789762,"31 juil. 2021, 13:03:37",Vélo dans l'après-midi,Vélo,,858,"2,56",,,false,,,activities/5715789762.gpx,,,858.0,742.0,2565.5,8.4,3.458,2.4,0.8,172.6,175.0,1.5,0.1,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.99,,,,,,,,,,,,,,,,,,,,,,""
5706432493,"29 juil. 2021, 14:23:55",Vélo dans l'après-midi,Vélo,,4355,"7,31",,,false,,,activities/5706432493.gpx,,,4355.0,2674.0,7316.7,5.8,2.736,2.2,2.1,172.0,174.7,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.68,,,,,,,,,,,,,,,,,,,,,,""
5701355707,"28 juil. 2021, 16:03:36",Vélo en soirée,Vélo,,465,"1,32",,,false,,,activities/5701355707.gpx,,,465.0,402.0,1320.1,7.6,3.284,0.0,6.5,173.6,180.5,0.9,-0.5,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.839,,,,,,,,,,,,,,,,,,,,,,""
5664515833,"21 juil. 2021, 17:02:16",Vélo en soirée,Vélo,,2154,"7,04",,,false,,,activities/5664515833.gpx,,,2154.0,1955.0,7041.7,8.0,3.602,9.6,15.5,167.2,180.5,8.3,-0.1,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.269,,,,,,,,,,,,,,,,,,,,,,""
5648684897,"18 juil. 2021, 16:49:45",Vélo en soirée,Vélo,,1619,"3,91",,,false,,,activities/5648684897.gpx,,,1619.0,1149.0,3916.6,7.5,3.409,4.4,2.5,172.0,176.4,2.4,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.419,,,,,,,,,,,,,,,,,,,,,,""
5648185374,"18 juil. 2021, 15:27:30",Vélo dans l'après-midi,Vélo,,1299,"4,04",,,false,,,activities/5648185374.gpx,,,1299.0,1201.0,4040.0,10.6,3.364,3.3,5.2,172.0,175.9,2.2,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.11,,,,,,,,,,,,,,,,,,,,,,""
5606340310,"10 juil. 2021, 17:24:21",Vélo en soirée,Vélo,,947,"3,32",,,false,,,activities/5606340310.gpx,,,947.0,907.0,3322.8,6.3,3.664,0.0,3.5,180.6,186.0,4.9,-0.1,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.509,,,,,,,,,,,,,,,,,,,,,,""
5604327049,"10 juil. 2021, 11:50:30",Vélo dans l'après-midi,Vélo,,983,"3,39",,,false,,,activities/5604327049.gpx,,,983.0,934.0,3397.7,6.5,3.638,13.1,0.8,172.8,186.0,6.7,0.4,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.456,,,,,,,,,,,,,,,,,,,,,,""
5600788049,"9 juil. 2021, 16:58:33",Vélo en soirée,Vélo,,2329,"5,89",,,false,,,activities/5600788049.gpx,,,2329.0,1991.0,5897.5,8.1,2.962,14.6,16.7,170.6,181.2,36.3,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.532,,,,,,,,,,,,,,,,,,,,,,""
5589595033,"7 juil. 2021, 14:06:07",Vélo dans l'après-midi,Vélo,,610,"2,03",,,false,,,activities/5589595033.gpx,,,610.0,593.0,2032.4,8.8,3.427,0.0,-0.4,172.4,173.9,1.3,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5587836289,"7 juil. 2021, 06:22:27",Vélo matinale,Vélo,,906,"2,63",,,false,,,activities/5587836289.gpx,,,906.0,812.0,2637.9,7.4,3.249,2.0,1.7,172.6,174.6,1.7,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5579501943,"5 juil. 2021, 16:02:13",Vélo en soirée,Vélo,,1092,"2,77",,,false,,,activities/5579501943.gpx,,,1092.0,976.0,2774.8,7.9,2.843,0.0,1.0,172.6,174.6,1.6,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5577351109,"5 juil. 2021, 06:44:42",Vélo matinale,Vélo,,976,"2,82",,,false,,,activities/5577351109.gpx,,,976.0,869.0,2824.6,6.5,3.25,2.4,0.8,172.6,175.0,1.7,0.1,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5570330273,"3 juil. 2021, 20:05:26",Vélo de nuit,Vélo,,1107,"4,50",,,false,,,activities/5570330273.gpx,,,1107.0,1076.0,4502.7,7.7,4.185,0.0,1.8,172.6,175.4,3.6,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5569350082,"3 juil. 2021, 16:13:38",Vélo en soirée,Vélo,,1388,"4,23",,,false,,,activities/5569350082.gpx,,,1388.0,1231.0,4231.5,8.3,3.437,2.8,1.3,172.6,175.5,8.6,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5553507183,"30 juin 2021, 15:00:11",Vélo dans l'après-midi,Vélo,,2534,"6,89",,,false,,,activities/5553507183.gpx,,,2534.0,2263.0,6897.2,8.8,3.048,12.2,12.1,171.6,183.8,4.5,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5529946621,"26 juin 2021, 06:35:48",Vélo matinale,Vélo,,741,"2,18",,,false,,,activities/5529946621.gpx,,,741.0,698.0,2184.4,6.0,3.13,0.0,1.1,172.3,173.9,1.4,-0.1,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5525517001,"25 juin 2021, 06:52:45",Vélo matinale,Vélo,,2045,"6,94",,,false,,,activities/5525517001.gpx,,,2045.0,1941.0,6941.7,8.4,3.576,10.6,21.7,169.5,183.8,3.8,-0.2,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5512367238,"22 juin 2021, 17:39:23",Vélo en soirée,Vélo,,2199,"6,65",,,false,,,activities/5512367238.gpx,,,2199.0,1975.0,6657.7,11.9,3.371,12.5,8.6,169.5,177.1,4.8,0.1,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5505930894,"21 juin 2021, 13:04:03",Vélo dans l'après-midi,Vélo,,3949,"6,43",,,false,,,activities/5505930894.gpx,,,3949.0,1982.0,6437.5,10.9,3.248,10.9,6.9,169.4,175.5,8.1,0.1,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5491603353,"18 juin 2021, 18:19:01",Vélo en soirée,Vélo,,2441,"4,51",,,false,,,activities/5491603353.gpx,,,2441.0,1990.0,4513.6,7.6,2.268,2.3,1.7,173.2,175.9,1.5,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5483609787,"17 juin 2021, 06:09:30",Vélo matinale,Vélo,,1183,"3,34",,,false,,,activities/5483609787.gpx,,,1183.0,1110.0,3344.6,8.1,3.013,2.8,2.6,172.4,176.2,4.5,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5483518820,"17 juin 2021, 05:12:48",Course à pied matinale,Course à pied,Beaucoup marché. Mollet contracté. Douleur de règles.,2747,"4,36",,,false,,,activities/5483518820.gpx,,,2747.0,2560.0,4359.5,3.7,1.703,2.1,3.5,171.0,174.1,8.6,0.0,,,,,,,,,,,,,,,,,,7.0,,,,,0.0,81.0,0.0,,1.0,4364.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5483386023,"17 juin 2021, 04:53:38",Vélo matinale,Vélo,,1041,"3,34",,,false,,,activities/5483386023.gpx,,,1041.0,903.0,3340.5,7.7,3.699,3.2,3.3,172.6,175.8,2.6,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5481433052,"16 juin 2021, 18:43:28",Vélo en soirée,Vélo,,1005,"2,77",,,false,,,activities/5481433052.gpx,,,1005.0,885.0,2772.8,6.6,3.133,7.7,1.2,172.2,180.2,4.5,0.2,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5480437756,"16 juin 2021, 16:02:15",Vélo en soirée,Vélo,,1100,"2,73",,,false,,,activities/5480437756.gpx,,,1100.0,926.0,2731.7,8.8,2.95,2.3,1.7,172.4,174.8,2.4,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5474636583,"15 juin 2021, 15:57:58",Vélo dans l'après-midi,Vélo,,1576,"4,49",,,false,,,activities/5474636583.gpx,,,1576.0,1453.0,4496.9,11.8,3.095,2.7,4.3,172.0,175.6,7.3,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5469448037,"14 juin 2021, 15:47:51",Vélo dans l'après-midi,Vélo,,6323,"12,65",,,false,,,activities/5469448037.gpx,,,6323.0,4030.0,12653.1,8.6,3.14,17.7,17.8,170.6,182.4,12.1,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5418147907,"5 juin 2021, 14:41:40",Vélo dans l'après-midi,Vélo,,1706,"4,84",,,false,,,activities/5418147907.gpx,,,1706.0,1662.0,4844.4,6.9,2.915,6.7,4.1,172.6,179.3,10.5,0.1,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5415715931,"5 juin 2021, 08:21:53",Vélo matinale,Vélo,,1041,"3,67",,,false,,,activities/5415715931.gpx,,,1041.0,1007.0,3670.6,7.9,3.645,2.3,2.5,172.6,175.9,1.3,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5415555728,"5 juin 2021, 07:05:54",Course à pied matinale,Course à pied,,3353,"6,42",,,false,,,activities/5415555728.gpx,,,3353.0,3351.0,6421.6,4.8,1.916,2.1,3.1,171.2,174.1,3.3,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,6425.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5415339365,"5 juin 2021, 06:45:27",Vélo matinale,Vélo,,914,"2,62",,,false,,,activities/5415339365.gpx,,,914.0,840.0,2626.4,8.8,3.127,3.3,0.8,172.6,175.9,1.6,0.1,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5407812371,"3 juin 2021, 17:24:33",Vélo en soirée,Vélo,,1270,"3,39",,,false,,,activities/5407812371.gpx,,,1270.0,1131.0,3396.8,6.3,3.003,2.6,2.8,172.4,176.4,6.3,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5407012498,"3 juin 2021, 15:18:43",Vélo dans l'après-midi,Vélo,,1061,"2,77",,,false,,,activities/5407012498.gpx,,,1061.0,975.0,2772.6,4.9,2.844,2.2,1.6,172.6,174.8,1.6,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5402439379,"2 juin 2021, 18:34:46",Vélo en soirée,Vélo,,1346,"4,97",,,false,,,activities/5402439379.gpx,,,1346.0,1316.0,4974.4,8.0,3.78,10.1,4.6,172.4,180.5,6.6,0.1,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5401413174,"2 juin 2021, 15:58:59",Vélo dans l'après-midi,Vélo,,1752,"4,61",,,false,,,activities/5401413174.gpx,,,1752.0,1543.0,4612.1,9.7,2.989,2.8,1.5,172.6,175.5,4.6,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5392801937,"1 juin 2021, 06:24:28",Vélo matinale,Vélo,,2328,"6,96",,,false,,,activities/5392801937.gpx,,,2328.0,2048.0,6959.6,9.1,3.398,9.6,16.1,166.9,180.5,8.1,-0.1,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5366831083,"27 mai 2021, 14:35:17",Vélo dans l'après-midi,Vélo,,2026,"4,66",,,false,,,activities/5366831083.gpx,,,2026.0,1643.0,4663.0,8.3,2.838,11.6,9.6,170.8,180.5,3.2,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5364927129,"27 mai 2021, 06:31:38",Vélo matinale,Vélo,,1203,"3,81",,,false,,,activities/5364927129.gpx,,,1203.0,991.0,3816.3,8.8,3.851,9.6,11.7,171.7,180.5,7.0,-0.1,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5356848711,"25 mai 2021, 17:46:13",Vélo en soirée,Vélo,,1395,"4,00",,,false,,,activities/5356848711.gpx,,,1395.0,1298.0,4004.7,12.4,3.085,9.6,2.6,172.4,180.6,9.5,0.2,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5356147464,"25 mai 2021, 16:06:16",Vélo en soirée,Vélo,,1111,"3,47",,,false,,,activities/5356147464.gpx,,,1111.0,1000.0,3477.7,9.5,3.478,3.3,3.1,172.6,175.9,1.8,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5231145042,"2 mai 2021, 15:45:01",Vélo dans l'après-midi,Vélo,,1137,"3,64",,,false,,,activities/5231145042.gpx,,,1137.0,971.0,3641.6,7.8,3.75,2.3,2.7,172.6,175.9,1.7,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5229672997,"2 mai 2021, 12:22:59",Vélo dans l'après-midi,Vélo,,985,"3,25",,,false,,,activities/5229672997.gpx,,,985.0,924.0,3256.3,7.6,3.524,3.3,3.3,172.6,176.1,4.6,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5183866757,"24 avr. 2021, 13:59:32",Vélo dans l'après-midi,Vélo,,1091,"3,61",,,false,,,activities/5183866757.gpx,,,1091.0,1081.0,3613.2,7.2,3.342,2.3,2.5,172.6,175.9,3.2,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5183085078,"24 avr. 2021, 12:01:39",Course à pied dans l'après-midi,Course à pied,,1547,"3,07",,,false,,,activities/5183085078.gpx,,,1547.0,1481.0,3075.4,3.5,2.077,2.2,2.4,171.9,174.2,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,3078.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5182754559,"24 avr. 2021, 11:23:27",Vélo dans l'après-midi,Vélo,,865,"2,92",,,false,,,activities/5182754559.gpx,,,865.0,801.0,2923.8,10.7,3.65,3.2,1.2,172.6,175.8,2.9,0.1,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
